"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DY","Dycom Industries, Inc.","41.25","$1.3B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","3.19","$113.21M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","21.2548","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^a",
"DLNG^B","Dynagas LNG Partners LP","18.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^b",
"DT","Dynatrace, Inc.","41.28","$11.6B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dt",
"DX","Dynex Capital, Inc.","15.1","$347.03M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dx",
"DX^B","Dynex Capital, Inc.","23.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^b",
"DX^C","Dynex Capital, Inc.","22.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^c",
"CTA^A","E.I. du Pont de Nemours and Company","80.0001","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^a",
"CTA^B","E.I. du Pont de Nemours and Company","101.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^b",
"ELF","e.l.f. Beauty, Inc.","17.83","$899.55M","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/elf",
"EGIF","Eagle Growth and Income Opportunities Fund","12.43","$88.56M","2015","n/a","n/a","https://old.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","79.73","$3.33B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/exp",
"ECC           ","Eagle Point Credit Company Inc.","7.36","$219.74M","2014","n/a","n/a","https://old.nasdaq.com/symbol/ecc",
"ECCB","Eagle Point Credit Company Inc.","24.425","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/eccb",
"ECCX","Eagle Point Credit Company Inc.","23.5272","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/eccx",
"ECCY","Eagle Point Credit Company Inc.","23.5403","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/eccy",
"EIC","Eagle Point Income Company Inc.","12.71","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/eic",
"ESTE","Earthstone Energy, Inc.","2.97","$192.79M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/este",
"DEA","Easterly Government Properties, Inc.","22.98","$1.73B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dea",
"EGP","EastGroup Properties, Inc.","121.55","$4.75B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","76.64","$10.41B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","2.1","$91.84M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kodk",
"ETN","Eaton Corporation, PLC","93.61","$37.44B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","14.07","$1.28B","2005","n/a","n/a","https://old.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","8.65","$929.76M","2005","n/a","n/a","https://old.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","36.97","$4.23B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","15","$589.86M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","17.75","$881.82M","2005","n/a","n/a","https://old.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","11.58","$461.62M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eft",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","8.33","$196.73M","2017","n/a","n/a","https://old.nasdaq.com/symbol/efl",
"EFF","Eaton vance Floating-Rate Income Plus Fund","14.12","$107.4M","2013","n/a","n/a","https://old.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","9.56","$205.2M","2016","n/a","n/a","https://old.nasdaq.com/symbol/eht",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","21.43","$232.34M","2013","n/a","n/a","https://old.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","19.9","$304.74M","2009","n/a","n/a","https://old.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","12.9","$511.71M","1999","n/a","n/a","https://old.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","9.72","$620.15M","2007","n/a","n/a","https://old.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","11.33","$417.49M","2003","n/a","n/a","https://old.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","5.51","$208.65M","1998","n/a","n/a","https://old.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","11.2","$200.26M","2005","n/a","n/a","https://old.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","19.71","$1.45B","2003","n/a","n/a","https://old.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","21.09","$330.72M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eto",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","14.59","$1.11B","2004","n/a","n/a","https://old.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","13.75","$365.49M","2005","n/a","n/a","https://old.nasdaq.com/symbol/etb",
"EXD","Eaton Vance Tax-Managed Buy-Write Strategy Fund","9.04","$87.97M","2010","n/a","n/a","https://old.nasdaq.com/symbol/exd",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","10.82","$1.64B","2006","n/a","n/a","https://old.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","7.44","$2.25B","2007","n/a","n/a","https://old.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","0.41","$7.22M","2010","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ect",
"ECL","Ecolab Inc.","210.06","$59.71B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","12.07","$24.81B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ec",
"EPC","Edgewell Personal Care","29.41","$1.6B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/epc",
"EIX","Edison International","56.02","$21.17B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eix",
"EW","Edwards Lifesciences Corporation","78.13","$149.07B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ew",
"EP^C","El Paso Corporation","48.07","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","68.05","$2.78B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ee",
"ELAN","Elanco Animal Health Incorporated","23.59","$9.41B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/elan",
"ELAT","Elanco Animal Health Incorporated","40.21","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/elat",
"ESTC","Elastic N.V.","88.82","$7.57B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/estc",
"EGO","Eldorado Gold Corporation","11.98","$2B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ego",
"ESI","Element Solutions Inc.","11","$2.74B","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/esi",
"ELVT","Elevate Credit, Inc.","1.82","$77.54M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/elvt",
"LLY","Eli Lilly and Company","159.54","$152.59B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lly",
"EFC","Ellington Financial Inc.","11.94","$522.73M","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/efc",
"EFC^A","Ellington Financial Inc.","19.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/efc^a",
"EARN","Ellington Residential Mortgage REIT","10.43","$128.49M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.b",
"ERJ","Embraer S.A.","6.1","$1.12B","2000","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","63.53","$3.48B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/eme",
"EEX","Emerald Holding, Inc.","2.84","$202.91M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/eex",
"EBS","Emergent Biosolutions, Inc.","89.87","$4.71B","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ebs",
"EMR","Emerson Electric Company","63.36","$37.86B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/emr",
"ESRT","Empire State Realty Trust, Inc.","6.56","$1.94B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","34.16","$999.9M","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/eig",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","4.17","$182.45M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","4.64","$2.02B","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enbl",
"ENB","Enbridge Inc","31.28","$63.35B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enb",
"ENBA","Enbridge Inc","24.62","n/a","2018","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enba",
"EHC","Encompass Health Corporation","66.04","$6.56B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ehc",
"DAVA","Endava plc","52.28","$2.87B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/dava",
"EXK","Endeavour Silver Corporation","4.2","$604.12M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/exk",
"ENIA","Enel Americas S.A.","7.68","$11.71B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","3.96","$5.48B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enic",
"ENR","Energizer Holdings, Inc.","48.15","$3.3B","2015","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/enr",
"ENR^A","Energizer Holdings, Inc.","99.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enr^a",
"ET","Energy Transfer L.P.","6.65","$17.92B","1996","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/et",
"ETP^C","Energy Transfer Operating, L.P.","18.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^c",
"ETP^D","Energy Transfer Operating, L.P.","18.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^d",
"ETP^E","Energy Transfer Operating, L.P.","18.9606","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^e",
"EPAC","Enerpac Tool Group Corp.","19.24","$1.15B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/epac",
"ERF","Enerplus Corporation","2.72","$605.37M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/erf",
"ENS","Enersys","66.44","$2.82B","2004","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/ens",
"E","ENI S.p.A.","19.74","$35.26B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/e",
"ENLC","EnLink Midstream, LLC","2.47","$1.21B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","17.12","$446.37M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","14.09","$423.25M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","48.25","$989.87M","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/npo",
"ETM","Entercom Communications Corp.","1.46","$197.4M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, LLC","25.7275","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, LLC","25.97","n/a","2013","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, LLC","25.89","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","102.66","$20.55B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","25.87","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","26.0451","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.59","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, LLC","26.07","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","25.7253","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","26.705","n/a","2016","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/eno",
"ETI^","Entergy Texas Inc","26.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eti^",
"EZT","Entergy Texas Inc","26.22","n/a","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","18.14","$39.65B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","1.43","$120.26M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","78.56","$4.2B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/env",
"NVST","Envista Holdings Corporation","22.24","$3.54B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvst",
"EVA","Enviva Partners, LP","37.58","$1.49B","2015","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","2.4","$114.94M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","49.04","$28.54B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eog",
"EPAM","EPAM Systems, Inc.","274.1","$15.25B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/epam",
"EPR","EPR Properties","31.23","$2.42B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","18.3198","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","25.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^e",
"EPR^G","EPR Properties","16.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^g",
"EQT","EQT Corporation","14.17","$3.62B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eqt",
"EFX","Equifax, Inc.","167.16","$20.3B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/efx",
"EQNR","Equinor ASA","15.63","$50.76B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/eqnr",
"EQH","Equitable Holdings, Inc.","20.3","$9.15B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/eqh",
"EQH^A","Equitable Holdings, Inc.","24.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqh^a",
"ETRN","Equitrans Midstream Corporation","9.44","$4.08B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","31.36","$3.81B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","28.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","65.57","$11.94B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","54.34","$20.22B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.31","$17.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"EROS","Eros International PLC","3.49","$569.33M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","86.03","$2.24B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","35.33","$3.97B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","14.91","$1.37B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"WTRG","Essential Utilities, Inc.","45.7","$11.2B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtrg",
"WTRU","Essential Utilities, Inc.","60.555","n/a","2019","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtru",
"ESS","Essex Property Trust, Inc.","214.12","$14.01B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","191.75","$69.03B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
